activity,case_id,lifecycle,resource,timestamp,case:Company,case:Document Type,case:GR-Based Inv. Verif.,case:Goods Receipt,case:Item,case:Item Category,case:Item Type,case:Name,case:Purch. Doc. Category name,case:Purchasing Document,case:Source,case:Spend area text,case:Spend classification text,case:Sub spend area text,case:Vendor,case:concept:name,event:Cumulative net worth (EUR),event:User
SRM: Ordered,2000000125_00002,,batch_00,2018-02-01T10:50:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0000,Purchase order,2000000125,sourceSystemID_0000,CAPEX & SOCS,NPR,Facility Management,vendorID_0000,2000000125_00002,14.0,batch_00
SRM: Change was Transmitted,2000000125_00002,,batch_00,2018-02-01T10:50:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0000,Purchase order,2000000125,sourceSystemID_0000,CAPEX & SOCS,NPR,Facility Management,vendorID_0000,2000000125_00002,14.0,batch_00
Create Purchase Order Item,2000000125_00002,,user_000,2018-02-01T10:50:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0000,Purchase order,2000000125,sourceSystemID_0000,CAPEX & SOCS,NPR,Facility Management,vendorID_0000,2000000125_00002,14.0,user_000
Record Goods Receipt,2000000125_00002,,user_000,2018-02-06T07:57:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0000,Purchase order,2000000125,sourceSystemID_0000,CAPEX & SOCS,NPR,Facility Management,vendorID_0000,2000000125_00002,14.0,user_000
Record Invoice Receipt,2000000125_00002,,batch_01,2018-08-20T00:21:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0000,Purchase order,2000000125,sourceSystemID_0000,CAPEX & SOCS,NPR,Facility Management,vendorID_0000,2000000125_00002,14.0,batch_01
SRM: Created,2000000126_00001,,batch_00,2018-02-01T10:14:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00001,185.0,batch_00
SRM: Complete,2000000126_00001,,batch_00,2018-02-01T11:14:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00001,185.0,batch_00
SRM: Awaiting Approval,2000000126_00001,,batch_00,2018-02-01T11:14:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00001,185.0,batch_00
SRM: Document Completed,2000000126_00001,,batch_00,2018-02-01T11:14:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00001,185.0,batch_00
SRM: In Transfer to Execution Syst.,2000000126_00001,,batch_00,2018-02-01T11:14:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00001,185.0,batch_00
SRM: Ordered,2000000126_00001,,batch_00,2018-02-01T11:14:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00001,185.0,batch_00
Create Purchase Order Item,2000000126_00001,,user_000,2018-02-01T11:14:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00001,185.0,user_000
SRM: Change was Transmitted,2000000126_00001,,batch_00,2018-02-01T11:14:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00001,185.0,batch_00
Record Goods Receipt,2000000126_00001,,user_000,2018-02-14T08:41:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00001,185.0,user_000
Vendor creates invoice,2000000126_00001,,NONE,2018-02-19T22:59:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00001,185.0,NONE
Record Invoice Receipt,2000000126_00001,,user_001,2018-02-27T14:04:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00001,185.0,user_001
Clear Invoice,2000000126_00001,,user_005,2018-03-15T13:13:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00001,185.0,user_005
SRM: Created,2000000126_00002,,batch_00,2018-02-01T10:14:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00002,1039.0,batch_00
SRM: Complete,2000000126_00002,,batch_00,2018-02-01T11:14:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00002,1039.0,batch_00
SRM: Awaiting Approval,2000000126_00002,,batch_00,2018-02-01T11:14:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00002,1039.0,batch_00
SRM: Document Completed,2000000126_00002,,batch_00,2018-02-01T11:14:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00002,1039.0,batch_00
SRM: In Transfer to Execution Syst.,2000000126_00002,,batch_00,2018-02-01T11:14:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00002,1039.0,batch_00
SRM: Ordered,2000000126_00002,,batch_00,2018-02-01T11:14:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00002,1039.0,batch_00
Create Purchase Order Item,2000000126_00002,,user_000,2018-02-01T11:14:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00002,1039.0,user_000
SRM: Change was Transmitted,2000000126_00002,,batch_00,2018-02-01T11:14:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00002,1039.0,batch_00
Record Goods Receipt,2000000126_00002,,user_000,2018-02-14T08:41:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00002,1039.0,user_000
Vendor creates invoice,2000000126_00002,,NONE,2018-02-19T22:59:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00002,1039.0,NONE
Record Invoice Receipt,2000000126_00002,,user_001,2018-02-27T14:04:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00002,1039.0,user_001
Clear Invoice,2000000126_00002,,user_005,2018-03-15T13:13:00+00:00,companyID_0000,EC Purchase order,False,True,00002,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00002,1039.0,user_005
SRM: Created,2000000126_00003,,batch_00,2018-02-01T10:14:00+00:00,companyID_0000,EC Purchase order,False,True,00003,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00003,283.0,batch_00
SRM: Complete,2000000126_00003,,batch_00,2018-02-01T11:14:00+00:00,companyID_0000,EC Purchase order,False,True,00003,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00003,283.0,batch_00
SRM: Awaiting Approval,2000000126_00003,,batch_00,2018-02-01T11:14:00+00:00,companyID_0000,EC Purchase order,False,True,00003,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00003,283.0,batch_00
SRM: Document Completed,2000000126_00003,,batch_00,2018-02-01T11:14:00+00:00,companyID_0000,EC Purchase order,False,True,00003,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00003,283.0,batch_00
SRM: In Transfer to Execution Syst.,2000000126_00003,,batch_00,2018-02-01T11:14:00+00:00,companyID_0000,EC Purchase order,False,True,00003,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00003,283.0,batch_00
SRM: Ordered,2000000126_00003,,batch_00,2018-02-01T11:14:00+00:00,companyID_0000,EC Purchase order,False,True,00003,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00003,283.0,batch_00
Create Purchase Order Item,2000000126_00003,,user_000,2018-02-01T11:14:00+00:00,companyID_0000,EC Purchase order,False,True,00003,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00003,283.0,user_000
SRM: Change was Transmitted,2000000126_00003,,batch_00,2018-02-01T11:14:00+00:00,companyID_0000,EC Purchase order,False,True,00003,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00003,283.0,batch_00
Record Goods Receipt,2000000126_00003,,user_000,2018-02-14T08:41:00+00:00,companyID_0000,EC Purchase order,False,True,00003,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00003,283.0,user_000
Vendor creates invoice,2000000126_00003,,NONE,2018-02-19T22:59:00+00:00,companyID_0000,EC Purchase order,False,True,00003,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00003,283.0,NONE
Record Invoice Receipt,2000000126_00003,,user_001,2018-02-27T14:04:00+00:00,companyID_0000,EC Purchase order,False,True,00003,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00003,283.0,user_001
Clear Invoice,2000000126_00003,,user_005,2018-03-15T13:13:00+00:00,companyID_0000,EC Purchase order,False,True,00003,"3-way match, invoice before GR",Standard,vendor_0048,Purchase order,2000000126,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0048,2000000126_00003,283.0,user_005
SRM: Created,2000000127_00001,,batch_00,2018-02-01T15:39:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Standard,vendor_0028,Purchase order,2000000127,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0028,2000000127_00001,86.0,batch_00
SRM: Complete,2000000127_00001,,batch_00,2018-02-01T16:39:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Standard,vendor_0028,Purchase order,2000000127,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0028,2000000127_00001,86.0,batch_00
SRM: Awaiting Approval,2000000127_00001,,batch_00,2018-02-01T16:39:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Standard,vendor_0028,Purchase order,2000000127,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0028,2000000127_00001,86.0,batch_00
SRM: Document Completed,2000000127_00001,,batch_00,2018-02-01T16:39:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Standard,vendor_0028,Purchase order,2000000127,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0028,2000000127_00001,86.0,batch_00
SRM: In Transfer to Execution Syst.,2000000127_00001,,batch_00,2018-02-01T16:39:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Standard,vendor_0028,Purchase order,2000000127,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0028,2000000127_00001,86.0,batch_00
SRM: Ordered,2000000127_00001,,batch_00,2018-02-01T16:39:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Standard,vendor_0028,Purchase order,2000000127,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0028,2000000127_00001,86.0,batch_00
SRM: Change was Transmitted,2000000127_00001,,batch_00,2018-02-01T16:39:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Standard,vendor_0028,Purchase order,2000000127,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0028,2000000127_00001,86.0,batch_00
Create Purchase Order Item,2000000127_00001,,user_000,2018-02-01T16:39:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Standard,vendor_0028,Purchase order,2000000127,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0028,2000000127_00001,86.0,user_000
Vendor creates invoice,2000000127_00001,,NONE,2018-02-02T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Standard,vendor_0028,Purchase order,2000000127,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0028,2000000127_00001,86.0,NONE
Record Goods Receipt,2000000127_00001,,user_000,2018-02-06T15:37:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Standard,vendor_0028,Purchase order,2000000127,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0028,2000000127_00001,86.0,user_000
Record Invoice Receipt,2000000127_00001,,user_007,2018-04-03T13:17:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Standard,vendor_0028,Purchase order,2000000127,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0028,2000000127_00001,86.0,user_007
Clear Invoice,2000000127_00001,,user_002,2018-04-26T09:12:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Standard,vendor_0028,Purchase order,2000000127,sourceSystemID_0000,CAPEX & SOCS,NPR,Laboratory Supplies & Services,vendorID_0028,2000000127_00001,86.0,user_002
SRM: Created,2000000128_00001,,batch_00,2018-02-02T13:24:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0067,Purchase order,2000000128,sourceSystemID_0000,Marketing,NPR,Market Research,vendorID_0067,2000000128_00001,13163.0,batch_00
SRM: Complete,2000000128_00001,,batch_00,2018-02-02T14:24:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0067,Purchase order,2000000128,sourceSystemID_0000,Marketing,NPR,Market Research,vendorID_0067,2000000128_00001,13163.0,batch_00
SRM: Awaiting Approval,2000000128_00001,,batch_00,2018-02-02T14:24:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0067,Purchase order,2000000128,sourceSystemID_0000,Marketing,NPR,Market Research,vendorID_0067,2000000128_00001,13163.0,batch_00
SRM: Document Completed,2000000128_00001,,batch_00,2018-02-02T14:24:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0067,Purchase order,2000000128,sourceSystemID_0000,Marketing,NPR,Market Research,vendorID_0067,2000000128_00001,13163.0,batch_00
SRM: Ordered,2000000128_00001,,batch_00,2018-02-02T14:24:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0067,Purchase order,2000000128,sourceSystemID_0000,Marketing,NPR,Market Research,vendorID_0067,2000000128_00001,13163.0,batch_00
SRM: In Transfer to Execution Syst.,2000000128_00001,,batch_00,2018-02-02T14:24:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0067,Purchase order,2000000128,sourceSystemID_0000,Marketing,NPR,Market Research,vendorID_0067,2000000128_00001,13163.0,batch_00
Create Purchase Order Item,2000000128_00001,,user_000,2018-02-02T14:24:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0067,Purchase order,2000000128,sourceSystemID_0000,Marketing,NPR,Market Research,vendorID_0067,2000000128_00001,13163.0,user_000
SRM: Change was Transmitted,2000000128_00001,,batch_00,2018-02-02T14:24:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0067,Purchase order,2000000128,sourceSystemID_0000,Marketing,NPR,Market Research,vendorID_0067,2000000128_00001,13163.0,batch_00
Vendor creates invoice,2000000128_00001,,NONE,2018-02-05T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0067,Purchase order,2000000128,sourceSystemID_0000,Marketing,NPR,Market Research,vendorID_0067,2000000128_00001,13163.0,NONE
SRM: Created,2000000128_00001,,user_009,2018-03-22T10:12:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0067,Purchase order,2000000128,sourceSystemID_0000,Marketing,NPR,Market Research,vendorID_0067,2000000128_00001,13163.0,user_009
SRM: Complete,2000000128_00001,,user_009,2018-03-22T11:12:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0067,Purchase order,2000000128,sourceSystemID_0000,Marketing,NPR,Market Research,vendorID_0067,2000000128_00001,13163.0,user_009
SRM: Awaiting Approval,2000000128_00001,,user_009,2018-03-22T11:12:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0067,Purchase order,2000000128,sourceSystemID_0000,Marketing,NPR,Market Research,vendorID_0067,2000000128_00001,13163.0,user_009
SRM: Document Completed,2000000128_00001,,user_009,2018-03-22T11:12:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0067,Purchase order,2000000128,sourceSystemID_0000,Marketing,NPR,Market Research,vendorID_0067,2000000128_00001,13163.0,user_009
SRM: Ordered,2000000128_00001,,batch_00,2018-03-22T12:12:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0067,Purchase order,2000000128,sourceSystemID_0000,Marketing,NPR,Market Research,vendorID_0067,2000000128_00001,13163.0,batch_00
SRM: In Transfer to Execution Syst.,2000000128_00001,,batch_00,2018-03-22T12:12:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0067,Purchase order,2000000128,sourceSystemID_0000,Marketing,NPR,Market Research,vendorID_0067,2000000128_00001,13163.0,batch_00
SRM: Deleted,2000000128_00001,,batch_00,2018-03-22T12:12:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0067,Purchase order,2000000128,sourceSystemID_0000,Marketing,NPR,Market Research,vendorID_0067,2000000128_00001,13163.0,batch_00
Change Price,2000000128_00001,,user_000,2018-03-22T12:12:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0067,Purchase order,2000000128,sourceSystemID_0000,Marketing,NPR,Market Research,vendorID_0067,2000000128_00001,13163.0,user_000
Record Goods Receipt,2000000128_00001,,user_000,2018-03-27T07:22:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0067,Purchase order,2000000128,sourceSystemID_0000,Marketing,NPR,Market Research,vendorID_0067,2000000128_00001,13163.0,user_000
Record Service Entry Sheet,2000000128_00001,,NONE,2018-03-27T07:22:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0067,Purchase order,2000000128,sourceSystemID_0000,Marketing,NPR,Market Research,vendorID_0067,2000000128_00001,13163.0,NONE
Record Invoice Receipt,2000000128_00001,,user_001,2018-04-03T13:46:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0067,Purchase order,2000000128,sourceSystemID_0000,Marketing,NPR,Market Research,vendorID_0067,2000000128_00001,13163.0,user_001
Clear Invoice,2000000128_00001,,user_002,2018-04-05T13:48:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0067,Purchase order,2000000128,sourceSystemID_0000,Marketing,NPR,Market Research,vendorID_0067,2000000128_00001,13163.0,user_002
SRM: Created,2000000129_00001,,batch_00,2018-02-05T07:49:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0007,Purchase order,2000000129,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0007,2000000129_00001,12384.0,batch_00
SRM: Complete,2000000129_00001,,batch_00,2018-02-05T08:49:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0007,Purchase order,2000000129,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0007,2000000129_00001,12384.0,batch_00
SRM: Awaiting Approval,2000000129_00001,,batch_00,2018-02-05T08:49:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0007,Purchase order,2000000129,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0007,2000000129_00001,12384.0,batch_00
SRM: Document Completed,2000000129_00001,,batch_00,2018-02-05T08:49:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0007,Purchase order,2000000129,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0007,2000000129_00001,12384.0,batch_00
SRM: Ordered,2000000129_00001,,batch_00,2018-02-05T08:49:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0007,Purchase order,2000000129,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0007,2000000129_00001,12384.0,batch_00
SRM: In Transfer to Execution Syst.,2000000129_00001,,batch_00,2018-02-05T08:49:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0007,Purchase order,2000000129,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0007,2000000129_00001,12384.0,batch_00
SRM: Change was Transmitted,2000000129_00001,,batch_00,2018-02-05T08:49:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0007,Purchase order,2000000129,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0007,2000000129_00001,12384.0,batch_00
Create Purchase Order Item,2000000129_00001,,user_000,2018-02-05T08:49:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0007,Purchase order,2000000129,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0007,2000000129_00001,12384.0,user_000
Vendor creates invoice,2000000129_00001,,NONE,2018-02-06T22:59:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0007,Purchase order,2000000129,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0007,2000000129_00001,12384.0,NONE
Record Goods Receipt,2000000129_00001,,user_000,2018-03-07T15:57:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0007,Purchase order,2000000129,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0007,2000000129_00001,12384.0,user_000
Record Service Entry Sheet,2000000129_00001,,NONE,2018-03-07T15:57:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0007,Purchase order,2000000129,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0007,2000000129_00001,12384.0,NONE
Record Invoice Receipt,2000000129_00001,,user_001,2018-03-12T16:32:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0007,Purchase order,2000000129,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0007,2000000129_00001,12384.0,user_001
Clear Invoice,2000000129_00001,,user_002,2018-03-29T13:11:00+00:00,companyID_0000,EC Purchase order,True,True,00001,"3-way match, invoice after GR",Service,vendor_0007,Purchase order,2000000129,sourceSystemID_0000,Enterprise Services,NPR,ICT Software,vendorID_0007,2000000129_00001,12384.0,user_002
SRM: Created,2000000130_00001,,batch_00,2018-02-06T08:46:00+00:00,companyID_0000,EC Purchase order,False,True,00001,"3-way match, invoice before GR",Standard,vendor_0027,Purchase order,2000000130,sourceSystemID_0000,Others,OTHER,Raw Material,vendorID_0027,2000000130_00001,44.0,batch_00
